Informant	Case
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0084_tagged.txt	1
TOR_C_0084_tagged.txt	1
TOR_C_0085_tagged.txt	0
TOR_C_0085_tagged.txt	1
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	1
TOR_C_0086_tagged.txt	1
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	1
TOR_C_0086_tagged.txt	1
TOR_C_0086_tagged.txt	1
TOR_C_0086_tagged.txt	1
TOR_C_0086_tagged.txt	1
TOR_C_0086_tagged.txt	1
TOR_C_0086_tagged.txt	1
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	0
TOR_C_0086_tagged.txt	1
TOR_C_0086_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	1
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0089_tagged.txt	0
TOR_C_0090_tagged.txt	0
TOR_C_0091_tagged.txt	1
TOR_C_0092_tagged.txt	1
TOR_C_0093_tagged.txt	1
TOR_C_0093_tagged.txt	1
TOR_C_0093_tagged.txt	1
TOR_C_0095_tagged.txt	1
TOR_C_0095_tagged.txt	1
TOR_C_0095_tagged.txt	1
TOR_C_0097_tagged.txt	1
TOR_C_0097_tagged.txt	1
TOR_C_0098_tagged.txt	1
TOR_C_0098_tagged.txt	1
TOR_C_0099_tagged.txt	0
TOR_C_0099_tagged.txt	0
TOR_C_0099_tagged.txt	0
TOR_C_0099_tagged.txt	0
TOR_C_0099_tagged.txt	0
TOR_C_0099_tagged.txt	0
TOR_C_0099_tagged.txt	1
TOR_C_0100_tagged.txt	0
TOR_C_0100_tagged.txt	1
TOR_C_0101_tagged.txt	0
TOR_C_0101_tagged.txt	0
TOR_C_0101_tagged.txt	1
TOR_C_0101_tagged.txt	1
TOR_C_0101_tagged.txt	1
TOR_C_0101_tagged.txt	0
TOR_C_0101_tagged.txt	1
